admiration	amusement	anger	annoyance	approval	caring	confusion	curiosity	desire	disappointment	disapproval	disgust	embarrassment	excitement	fear	gratitude	grief	joy	love	nervousness	optimism	pride	realization	relief	remorse	sadness	surprise	neutral	risk
0.0	0.0	0.0	0.0	0.8430677611516939	0.0	0	0	0	0.0	0	0.0	0.0	0.7373782393671428	0.0	0.8369071114160447	0.0	0.0	0.0	0.0	0.7210093174596162	0.0	0	0.0	0.0	0.0	0	0	0
0.7061005086281795	0.6915331607985096	0.0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0	0
0.0	0.4618077255796324	0.0	0.0	0.0	0.5294514765015959	0	0	0	0.0	0	0.0	0.0	0.4422035740857183	0.0	0.0	0.0	0.0	0.6757732093268576	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0	0
0.0	0.4791541291798903	0.0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0.0	0.5380484693223486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.7617450006071756	0.0	0.0	0	0	0
0.0	0.30740138793743593	0.0	0.0	0.0	0.3019084417200783	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5902941333292213	0.0	0.0	0.0	0	0.3134755747846017	0.0	0.0	0	0	0
0.0	0.8486238907222792	0.0	0.0	0.36937055873994445	0.0	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8950329932180523	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0	0
0.44496046733823325	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0.0	0.3450487055673772	0.0	0.0	0.0	0.0	0.0	0.0	0.6628082936813058	0.0	0	0.8014619428959151	0.0	0.0	0	0	0
0.5130951919015765	0.0	0.0	0.0	0.0	0.734893260538239	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7081529038947533	0.0	0.0	0.4223937159948963	0	0.0	0.0	0.0	0	0	0
0.0	0.6193667930036159	0.0	0.0	0.0	0.6965199537758233	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6341211459198979	0.0	0.630834750815219	0.0	0	0.0	0.0	0.0	0	0	0
0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0.0	0.49710515861519633	0.0	0.0	0.0	0.0	0.6766534120895166	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0	0
0.0	0.0	0.0	0.0	0.0	0.49138728662475556	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.3262863510594056	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0	0
0.301774448334568	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0.0	0.8104966273314513	0.0	0.0	0.0	0.0	0.0	0.0	0.6104793544252125	0.0	0	0.3839594736342532	0.0	0.0	0	0	0
0.8299587913792388	0.0	0.0	0.0	0.3957598769569471	0.0	0	0	0	0.0	0	0.0	0.0	0.8790344813944573	0.0	0.0	0.0	0.0	0.641471275389514	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0	0
0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.372716271967768	0.5752620591301519	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0	0
0.0	0.0	0.0	0.0	0.0	0.3225846243622647	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6951362523024813	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0	0
0.0	0.0	0.0	0.0	0.7484008513895599	0.0	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5767089965217504	0	0.35078250449704884	0.0	0.0	0	0	0
0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.8980076065542197	0.8745456660837876	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0	0
0.5361531074246126	0.445182789678034	0.0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.6138111604964986	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0	0
0.0	0.0	0.0	0.0	0.6181434742155423	0.0	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.5765397567464983	0.0	0.0	0.0	0.0	0.6472306675374178	0.0	0	0.0	0.0	0.0	0	0	0
0.0	0.0	0.0	0.0	0.0	0.3881996062119638	0	0	0	0.0	0	0.0	0.0	0.8520182889668368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0	0
0.0	0.8288601204762385	0.0	0.0	0.8151037362940037	0.0	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5152272266459073	0	0.7035982378131326	0.0	0.0	0	0	0
0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0.0	0.5073122076351986	0.0	0.0	0.0	0.0	0.4297626763521073	0.0	0.0	0.5994670918695997	0	0.32897753302688537	0.0	0.0	0	0	0
0.0	0.0	0.0	0.0	0.4053873889320839	0.46090307377725914	0	0	0	0.0	0	0.0	0.0	0.8269661659264469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.5725529020014406	0.0	0.0	0	0	0
0.0	0.6921187231089898	0.0	0.0	0.742194213982647	0.0	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0	0
0.0	0.0	0.0	0.0	0.7661272032724644	0.0	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.4974219993244086	0.0	0.0	0	0	0
0.0	0.0	0.0	0.0	0.0	0.5166009806865	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.48735093042301014	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0	0
0.0	0.0	0.0	0.0	0.8808380874493467	0.0	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.33619878463609454	0.0	0.0	0.8924310342218251	0.0	0	0.0	0.0	0.0	0	0	0
0.4196498750775367	0.6927981807693636	0.0	0.0	0.0	0.5153880395117644	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0	0
0.0	0.0	0.0	0.0	0.7236861804366217	0.0	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.5109075905519905	0.0	0.3369505778535099	0.0	0.0	0.7124616675858537	0.0	0	0.0	0.0	0.0	0	0	0
0.0	0.3164145679687846	0.0	0.0	0.0	0.7192243333324602	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.5503990996280945	0.0	0.0	0	0	0
0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0.0	0.7002071881486137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4046986360007991	0	0.0	0.0	0.0	0	0	0
0.745366421833024	0.37208100813445544	0.0	0.0	0.0	0.8694703179666028	0	0	0	0.0	0	0.0	0.0	0.5532909082653997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0	0
0.4838846542580771	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0.0	0.37844967383111683	0.0	0.6577006537927765	0.0	0.0	0.0	0.0	0.647506035963721	0.0	0	0.0	0.0	0.0	0	0	0
0.0	0.0	0.0	0.0	0.0	0.6516659894554189	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5703350088287179	0.8558289971907587	0	0.0	0.0	0.0	0	0	0
0.0	0.0	0.0	0.0	0.6834893786913372	0.0	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.8047641575802797	0.0	0.0	0.558041218183235	0.0	0	0.6413102779745472	0.0	0.0	0	0	0
0.0	0.6405616120327903	0.0	0.0	0.6383588463560532	0.6172355701615202	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5771998488793485	0.0	0	0.0	0.0	0.0	0	0	0
0.35338950012307113	0.0	0.0	0.0	0.4641471357112846	0.0	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44443894344294677	0.0	0	0.0	0.0	0.0	0	0	0
